,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
538,2,110635,Elevated Blood Lead Level,nivel elvado de plomo en sangre,,,,,,,,,,,,,,,
539,2,33334083,Proximal to the pylorus,,,,,,,,,,,,,,,,
540,2,33334200,Albumin,,,,,,,,,,,,,,,,
541,2,33334256,Comment: Mild tenderness present,,,,,,,,,,,,,,,,
542,2,33334099,Excessive weight gain since,,,,,,,,,,,,,,,,
543,2,33334178,Unilateral,,,,,,,,,,,,,,,,
544,2,33334216,S.Insuline (F/PP),S.Insulin (F/PP),,,,,,,,,,,,,,,
545,2,28,Viral Hepatitis C,hepatitis viral tipo C,HEPATITIS C,HÃ‰PATITE C,ÙˆØ§Ø_Ø±Ù„ ÛÅÛŒÙ_Ø§Ù_Ø§Ø_Ù_Ø_ Ø_ÛŒ,,,,,,,,,,,,
546,2,162881,Date medication last taken,,,,,,,,,,,,,,,,
547,2,33334190,(F) BS,,,,,,,,,,,,,,,,
548,2,5016,Cardiomyopathy,miocardiopatÃ_a,Nonischemic Cardiomyopathy,Cardiomyopathie,Maladi ke,MiocardiopatÃ_a,,,,,,,,,,,
549,2,110170,Generalized Seborrheic Dermatitis of Infants,dermatitis seborreica generalizada del lactante,,,,,,,,,,,,,,,
550,2,146112,Cat Bite,mordedura de gato,"BITE, CAT",,,,,,,,,,,,,,
551,2,151451,Colostomy Status,"colostomÃ_a, presente",aanwezigheid van colostomie,_ù_°_»_¸Ñ‡_¸_µ _º___»__ÑÅÑ‚____Ñ‹,,,,,,,,,,,,,
552,2,164087,Tall,Tall stature,,,,,,,,,,,,,,,
553,2,33334164,Daytime somnolence (Sleeve History),,,,,,,,,,,,,,,,
554,2,33334201,Globulin,,,,,,,,,,,,,,,,
555,2,33334257,Comment: Severe tenderness present,,,,,,,,,,,,,,,,
556,2,33334541,Fistula Details,,,,,,,,,,,,,,,,
557,2,110930,Color Anomia,afasia anÃ_mica,,,,,,,,,,,,,,,
558,2,33334100,Diet Preference,,,,,,,,,,,,,,,,
559,2,33334179,Irreducible,,,,,,,,,,,,,,,,
560,2,33334221,TG/LDL/VLDL/HDL,,,,,,,,,,,,,,,,
561,2,33334271,DateTime (Upper GI Endoscopy),,,,,,,,,,,,,,,,
562,2,111687,Unknown cause of morbidity or mortality,tipo de muerte no determinada,Cause inconnue mortalitie,,,,,,,,,,,,,,
563,2,115779,Migraine,migraÃ±a,migraine headache,"Headache, migraine",Äêau ná»_a Ä‘áº§u,ThiÃªn Ä‘áº§u thá»‘ng,,,,,,,,,,,
564,2,33334191,(PP) BS,,,,,,,,,,,,,,,,
565,2,33334246,Gallstone Sludge,,,,,,,,,,,,,,,,
566,2,33334383,Pilonidal sinus,,,,,,,,,,,,,,,,
567,2,110199,Sleep Disordered Breathing,trastorno del sueÃ±o relacionado con la respiraciÃ_n,Ngá»§ thá»Ÿ bá»‹ chá»©ng rá»‘i loáº¡n,,,,,,,,,,,,,,
568,2,133540,Myopia,miopÃ_a,myopie,Cáº_n thá»‹,_œ_¸___¿_¸Ñè,,,,,,,,,,,,
569,2,33334165,Joint Pain (Sleeve History),,,,,,,,,,,,,,,,
570,2,33334202,SGOT,,,,,,,,,,,,,,,,
571,2,33334407,Wound Dehiscence,,,,,,,,,,,,,,,,
572,2,120,Allergic dermatitis,dermatitis atÃ_pica,"Dermatitis, allergic",Allergic rash,Rash allergic,,,,,,,,,,,,
573,2,110957,Mechanical Complication of Prosthetic Hip Implant,complicaciÃ_n mecÃ¡nica de prÃ_tesis articular interna,,,,,,,,,,,,,,,
574,2,128095,Pulsating Exophthalmos,exoftalmos pulsÃ¡til,pulserende exoftalmie,Lá»“i máº¯t kÃ¨m rung,,,,,,,,,,,,,
575,2,156462,gastric perforation,Thá»§ng dáº¡ dÃ y,,,,,,,,,,,,,,,
576,2,162401,Kit,Kit(s),,,,,,,,,,,,,,,
577,2,33334101,Back Ache,,,,,,,,,,,,,,,,
578,2,33334140,Long Length (Cystic duct),,,,,,,,,,,,,,,,
579,2,33334222,HSCRP,,,,,,,,,,,,,,,,
580,2,33334424,Comment(Pain),,,,,,,,,,,,,,,,
581,2,901,FEVER OF UNKNOWN ORIGIN,fiebre de origen desconocido,FUO,PUO,PYREXIA OF UNKNOWN ORIGIN,koorts van onbekende oorsprong,,,,,,,,,,,
582,2,1655,Reason for admission,Admit Reason,MOTIF D'ADMISSION,Rezon pou admisyon,,,,,,,,,,,,,
583,2,144089,Congenital Choledochal Cyst,quiste coledociano congÃ©nito,congenitale choledochuscyste,,,,,,,,,,,,,,
584,2,159098,Toxic liver disease,Hepatotoxicity,Hepatic toxicity,HÃ©patotoxicitÃ©,Epatotoksik,,,,,,,,,,,,
585,2,33334154,Comment (Fever History),,,,,,,,,,,,,,,,
586,2,33334192,(R) BS,,,,,,,,,,,,,,,,
587,2,33334247,Cartridges (SG),,,,,,,,,,,,,,,,
588,2,1322,HEPATITIS B TEST - QUALITATIVE,HEP B TEST - QUAL,Test HÃ©patite B - Qualitative,TÃ¨s Epatit B  - Kalitatif,,,,,,,,,,,,,
589,2,5021,HIV STAGING - HSV BRONCHITIS,,,,,,,,,,,,,,,,
590,2,33334091,Comments in Sleeve Gastrectomy,,,,,,,,,,,,,,,,
591,2,33334166,Comment (Failed Attempt at weight loss),,,,,,,,,,,,,,,,
592,2,33334203,SGPT,,,,,,,,,,,,,,,,
593,2,1458,SERUM GLUCOSE (MMOL),GLYCÃ‰MIE (MMOL),GLU,,,,,,,,,,,,,,
594,2,5226,WEAKNESS,FAIBLESSE,feblÃ¨s,,,,,,,,,,,,,,
595,2,115148,Gastric Irritation,dispepsia no ulcerosa,KÃ_ch á»©ng dáº¡ dÃ y,,,,,,,,,,,,,,
596,2,160432,Dead,,,,,,,,,,,,,,,,
597,2,33334064,Peritoneal Flag Closed,,,,,,,,,,,,,,,,
598,2,33334102,Failed attempt at weight loss,,,,,,,,,,,,,,,,
599,2,33334182,TLC,,,,,,,,,,,,,,,,
600,2,33334312,Angioma small intestine,,,,,,,,,,,,,,,,
601,2,33334357,Intestinal Lymphoma,,,,,,,,,,,,,,,,
602,2,33334425,Comment(Hypertension),,,,,,,,,,,,,,,,
603,2,36,MEASLES VACCINATION,MEASLES IMMUNIZATION,VACCIN ANTI-ROUGEOLE,Measles Vaccination,,,,,,,,,,,,,
604,2,902,Pelvic inflammatory disease,enfermedad inflamatoria pÃ©lvica en la mujer,Inflammatory Disease of Female Pelvic Organs and Tissues,PID,Affections inflammatoires pelviennes,Basen maladi enflamatwa,,,,,,,,,,,
605,2,1215,HIV STAGING - RECURRENT BACTERIAL PNEUMONIA,RECURRENT PNEUMONIA,STADE VIH - PNEUMONIE BACTÃ‰RIENNE RÃ‰CURRENTE,ESTAD VIH - Pnemoni ak bakteri,,,,,,,,,,,,,
606,2,163267,Date of last PAP test,Date of last papanicolaou test,Date du denier papanicolaou test,Date du dernier pap test,Dat denye pap tes,,,,,,,,,,,,
607,2,33334075,Fixation in IPOM: Suture,,,,,,,,,,,,,,,,
608,2,33334193,BUN,,,,,,,,,,,,,,,,
609,2,33334248,Endo stapler,,,,,,,,,,,,,,,,
610,2,112320,"Toxic Effect of Gas, Fumes or Vapors","efecto tÃ_xico del gas, del humo Y/O de los vapores",,,,,,,,,,,,,,,
611,2,33334167,Other History Finding (Sleeve History),,,,,,,,,,,,,,,,
612,2,33334204,Alk Phosphate,,,,,,,,,,,,,,,,
613,2,33334260,S.Iron,,,,,,,,,,,,,,,,
614,2,128298,Pseudocyst of Pancreas,seudoquiste pancreÃ¡tico,pseudocyste van het pancreas,Pseudokyste du pancrÃ©as,_›___¶___°Ñè _º_¸ÑÅÑ‚_° _¿___´_¶_µ_»Ñƒ_´__Ñ‡______ _¶_µ_»_µ_·Ñ‹,,,,,,,,,,,,
615,2,160523,"Follow-up Visit, Regular",Regular follow up visit,"Visite de suivi, rÃ©gulier	","Vizit Suivi, regilye",,,,,,,,,,,,,
616,2,33334103,Patient denies history of hypertension,,,,,,,,,,,,,,,,
617,2,33334274,DateTime (Sleep Study),,,,,,,,,,,,,,,,
618,2,33334426,Comment(Coronary Artery Disease),,,,,,,,,,,,,,,,
619,2,903,HYPERTENSION,hipertensiÃ_n arterial,HTN,,,,,,,,,,,,,,
620,2,1692,Discharged,d/c'd,DÃ‰CHARGE SIGNÃ‰E,Egzeyate,Dechaj,,,,,,,,,,,,
621,2,110112,Cancer of Lymphatic and Hematopoietic Tissue,"tumor maligno de tejido hematopoyÃ©tico, linfÃ¡tico o relacionado",Hematologic malignancy,Haematologic malignancy,,,,,,,,,,,,,
622,2,110520,Gastric Lymphoma,linfoma gÃ¡strico,,,,,,,,,,,,,,,
623,2,116017,Malignant Neoplasm of Esophagus,tumor maligno del esÃ_fago,maligne slokdarmneoplasma,,,,,,,,,,,,,,
624,2,120721,Carcinoma of Gallbladder and Extrahepatic Bile Ducts,colangiocarcinoma de vÃ_as biliares,,,,,,,,,,,,,,,
625,2,144551,COMMON COLD,resfrÃ_o comÃºn,,,,,,,,,,,,,,,
626,2,161158,ERA,Estrogen Receptor Assay,,,,,,,,,,,,,,,
627,2,163380,Respiratory rate set,Groupe rythme respiratoire,Gwoup respirasyon pa minit,,,,,,,,,,,,,,
628,2,33334194,Creatinine,,,,,,,,,,,,,,,,
629,2,86,"ACCIDENT, MOTOR VEHICLE",acidosis tubular renal,MOTOR VEHICLE ACCIDENT,MVA,Renal Tubular Acidosis,ROAD TRAFFIC ACCIDENT,RTA,Accident de la route,,,,,,,,,
630,2,729,Platelets,Plaquettes,BLOOD PLATELET,PLTS,THROMBOCYTE,Platelet count,PlakÃ¨t,,,,,,,,,,
631,2,1324,HEPATITIS C TEST (CUT-OFF OD),HEP C TEST (CUT-OFF OD),,,,,,,,,,,,,,,
632,2,110793,Metastatic primary lung cancer,neoplasia maligna de pulmÃ_n,neoplasia maligna primaria de pulmÃ_n,Ung thÆ° phá»•i di cÄƒn nguyÃªn phÃ¡t,,,,,,,,,,,,,
633,2,140473,Feeling Bad,se siente mal,,,,,,,,,,,,,,,
634,2,33334005,Registration Complaint,,,,,,,,,,,,,,,,
635,2,33334051,GB: Thick Walled,,,,,,,,,,,,,,,,
636,2,33334170,Comment (Hypothyroidism),,,,,,,,,,,,,,,,
637,2,33334261,S.Folic Acid,,,,,,,,,,,,,,,,
638,2,307,SPUTUM FOR ACID FAST BACILLI,Crachat BAAR,AFB SMEAR SPUTUM,SPUTUM FOR AFB,ZIEHL NIELSEN STAIN,ZN STAIN,Krache pou Tibekiloz,Ziehlâ€“Neelsen stain,Coloration de Ziehl-Neelsen,Krache pou BAAR,Kolorasyon Ziehl-Neelsen,,,,,,
639,2,111035,Intrauterine Death,muerte fetal intrauterina,,,,,,,,,,,,,,,
640,2,128485,Primary Sclerosing Cholangitis,colangitis esclerosante primaria,,,,,,,,,,,,,,,
641,2,135721,Hepatocellular Carcinoma,carcinoma de cÃ©lulas hepÃ¡ticas (clÃ_nico),hepatocellulair carcinoom,,,,,,,,,,,,,,
642,2,157476,leiomyoma of small intestine,,,,,,,,,,,,,,,,
643,2,33334066,Bowel in LC,,,,,,,,,,,,,,,,
644,2,33334184,DLC,,,,,,,,,,,,,,,,
645,2,33334275,Staple line imnricated with,,,,,,,,,,,,,,,,
646,2,33334314,Bleeding from angioma in duodenal diverticulum,,,,,,,,,,,,,,,,
647,2,120889,Carcinoma of Stomach,carcinoma de estÃ_mago,,,,,,,,,,,,,,,
648,2,33334120,Abdomina Scar: Pfannensteil,,,,,,,,,,,,,,,,
649,2,33334157,Jaundice (History),,,,,,,,,,,,,,,,
650,2,33334195,Calcium(BI),,,,,,,,,,,,,,,,
651,2,1011,Creatine kinase,CK,CK,CPK,CREATININE KINASE,CREATININE PHOSPHOKINASE,TOTAL CK,CrÃ©atine kinase,Kreatinin kinaz,Keating kinaz,,,,,,,
652,2,127750,REFUSAL OF TREATMENT BY PATIENT,rechazo del tratamiento por el paciente,REFUS DE TRAITEMENT PAR LE PATIENT,Patient refused treatment,Pasyan pa vle pran medikaman,,,,,,,,,,,,
653,2,155299,bile leak,,,,,,,,,,,,,,,,
654,2,33334207,PT(BI),,,,,,,,,,,,,,,,
655,2,33334262,Vit B12,,,,,,,,,,,,,,,,
656,2,875,GENERAL BODYACHE,,,,,,,,,,,,,,,,
657,2,136437,Jejunal Ulcer,Ãºlcera yeyunal,,,,,,,,,,,,,,,
658,2,157544,Lower abdominal pain,Douleurs abdominales basses,DoulÃ¨ anba vant,,,,,,,,,,,,,,
659,2,33334185,ESR,,,,,,,,,,,,,,,,
660,2,33334239,Treatment Advice,,,,,,,,,,,,,,,,
661,2,33334276,Comment (Right TEP/TAPP),,,,,,,,,,,,,,,,
662,2,1284,PROBLEM LIST,DIAGNOSIS LIST,Coded diagnoses for problem list,LISTE DE PROBLÃˆME,LIS PWOBLÃˆM,,,,,,,,,,,,
663,2,113776,Stage IV Cancer of the Bladder,neoplasia maligna de la vejiga,neoplasia maligna primaria de la vejiga,,,,,,,,,,,,,,
664,2,150587,Abscess of Liver,absceso de hÃ_gado,Liver abscess,Hepatic abscess,leverabces,ÃÅp xe gan,_ê_±ÑÅÑ†_µÑÅÑÅ _¿_µÑ‡_µ___¸,,,,,,,,,,
665,2,33334121,Abdomina Scar: Midlintte (supraumbilical/infraumbilical),,,,,,,,,,,,,,,,
666,2,33334158,Comment (Jaundice History),,,,,,,,,,,,,,,,
667,2,33334196,Sodium(BI),,,,,,,,,,,,,,,,
668,2,33334389,Portal Hypertension NCPF,,,,,,,,,,,,,,,,
669,2,33334134,Mucocele,,,,,,,,,,,,,,,,
670,2,33334172,Other Comments (Past Medical History),,,,,,,,,,,,,,,,
671,2,33334208,APTT,,,,,,,,,,,,,,,,
672,2,33334263,Vit D3,,,,,,,,,,,,,,,,
673,2,375,X-RAY CHEST,,,,,,,,,,,,,,,,
674,2,6079,MISSED TB TO ILL,,,,,,,,,,,,,,,,
675,2,110399,Coloboma of Lens,coloboma del cristalino,Coloboma cá»§a Lens,_____»___±_____° Ñ…Ñ€ÑƒÑÅÑ‚_°_»_¸_º_°,,,,,,,,,,,,,
676,2,33334106,Patient is a known diabetic on Insulin,,,,,,,,,,,,,,,,
677,2,33334186,HIV,,,,,,,,,,,,,,,,
678,2,33334240,Collect HPE,,,,,,,,,,,,,,,,
679,2,33334277,Comment (Left TEP/TAPP),,,,,,,,,,,,,,,,
680,2,177,Fracture,fractura Ã_sea,Bone Fracture,Fracture NOS,Fracture,Zo kase,,,,,,,,,,,
681,2,951,VARICOSE LEG ULCERS,Ãºlcera de la extremidad inferior,LEG ULCERS,Ulcer of Lower Limbs,VARICOSE VEINS WITH ULCERATION,ulcus van de onderste extremiteit,,,,,,,,,,,
682,2,111737,Type II Diabetes Mellitus with Renal Manifestations,trastorno renal asociado con diabetes mellitus de tipo II,,,,,,,,,,,,,,,
683,2,33334122,Abdomina Scar: McBurney's,,,,,,,,,,,,,,,,
684,2,33334197,Potassium(BI),,,,,,,,,,,,,,,,
685,2,33334253,Recently diagnosed hypertension,,,,,,,,,,,,,,,,
686,2,33334331,Ca small bowel,,,,,,,,,,,,,,,,
687,2,122099,Acute Cholestatic Jaundice Syndrome,sÃ_ndrome de ictericia colestÃ¡sica aguda,,,,,,,,,,,,,,,
688,2,159993,stool,Feces,MATIÃˆRES FÃ‰CALES,,,,,,,,,,,,,,
689,2,33334135,Empyema (GB+),,,,,,,,,,,,,,,,
690,2,33334209,Uric Acid,,,,,,,,,,,,,,,,
691,2,113172,Salmonella Gastroenteritis,gastroenteritis por Salmonella,gastro-enteritis door Salmonella,,,,,,,,,,,,,,
692,2,117655,Hemiplegia,hemiplejÃ_a,HÃ©miplÃ©gie,Emipleji,,,,,,,,,,,,,
693,2,136528,Irreducible Incisional Hernia,hernia incisional irreductible,,,,,,,,,,,,,,,
694,2,148904,Anal Fissure,fisura anal,anale fissuur,Fissure anale,Ná»©t háº_u mÃ´n,,,,,,,,,,,,
695,2,33334107,Patient denies history of diabetes,,,,,,,,,,,,,,,,
696,2,33334187,HCV,,,,,,,,,,,,,,,,
697,2,33334241,Course in Hospital,,,,,,,,,,,,,,,,
698,2,116225,Low back pain,lumbalgia,Lumbago,Lumbar pain,LBP (low back pain),Äêau tháº¯t lÆ°ng,_‘___»ÑŒ _____¸_·Ñƒ ÑÅ_¿_¸__Ñ‹,,,,,,,,,,
699,2,33334160,Comment (Vomiting History),,,,,,,,,,,,,,,,
700,2,33334198,Bilirubin T/D,,,,,,,,,,,,,,,,
701,2,1017,MEAN CELL HEMOGLOBIN CONCENTRATION,MCHC,MCHC,Moyenne hÃ©moglobine cellulaire concentration,Konsantrasyon mwayen emoglobin selilÃ¨,CCMH,CCMH,,,,,,,,,,
702,2,1342,Body mass index,indice de masse corporelle,kiasi cha nyama za mwili,BMI,IMC,BMI (calculated),"BODY MASS INDEX, MEASURED","INDICE DE MASSE CORPORELLE, MESURÃ‰",,,,,,,,,
703,2,134495,Meckel's Diverticulum,divertÃ_culo de Meckel,divertikel van Meckel,Diverticule de Meckel,_”_¸___µÑ€Ñ‚_¸_ºÑƒ_» _œ_µ_º_º_µ_»Ñè,,,,,,,,,,,,
704,2,147241,Bleeding,hemorragia,Saignement,Kutokwa damu isivyo kawaida,Hemorrhage,HÃ©morragie,,,,,,,,,,,
705,2,33334055,Comments in Laparoscopic Cholecystectomy,,,,,,,,,,,,,,,,
706,2,33334136,Gangrenous (GB+),,,,,,,,,,,,,,,,
707,2,33334176,TMGB+: Severe Tenderness present,,,,,,,,,,,,,,,,
708,2,33334214,Urine(Routine & Microscopy,,,,,,,,,,,,,,,,
709,2,140,Scabies,"infestaciÃ_n por Sarcoptes scabiei, variedad hominis",Infestation by Sarcoptes Scabiei Var Hominis,Gale,_§_µÑÅ__Ñ‚_º_°,Gal,,,,,,,,,,,
710,2,113185,Splenic Rupture,ruptura de bazo,miltruptuur,,,,,,,,,,,,,,
711,2,158419,polyunsaturated fatty acid lipidosis,,,,,,,,,,,,,,,,
712,2,33334108,Hypothroidism,,,,,,,,,,,,,,,,
713,2,33334188,HBsAg,,,,,,,,,,,,,,,,
714,2,33334372,Mesenteric Tumour,,,,,,,,,,,,,,,,
715,1,54,TETANUS BOOSTER,RAPPEL VACCIN: TÃ‰TANOS,,,,,,,,,,,,,,,
716,1,5555,Married,MariÃ©,olewa,Married monogamous,Marie,Marye,,,,,,,,,,,
717,1,110136,Abdominal Enlargement,abdomen distendido,toegenomen buikvolume,,,,,,,,,,,,,,
718,1,110608,Bacterial Peritonitis,peritonitis bacteriana,Vi khuáº©n viÃªm phÃºc máº¡c,,,,,,,,,,,,,,
719,1,112037,Tuberculosis of Intestines,tuberculosis de los intestinos,Lao ruá»™t,,,,,,,,,,,,,,
720,1,113942,Post-Dysenteric Reactive Arthropathy,artropatÃ_a posdisentÃ©rica,,,,,,,,,,,,,,,
721,1,116242,Long QT Syndrome,sÃ_ndrome de QT prolongado,congenitaal lang QT,,,,,,,,,,,,,,
722,1,118639,Endocarditis,endocarditis,endocarditis,ViÃªm ná»™i tÃ¢m máº¡c,,,,,,,,,,,,,
723,1,121303,"Autistic Disorder, Active",trastorno autista,Autism,Autisme,,,,,,,,,,,,,
724,1,132938,Non-Cardiac Chest Pain,dolor torÃ¡cico no cardÃ_aco,,,,,,,,,,,,,,,
725,1,139314,Goodpasture's Disease,enfermedad de Goodpasture,,,,,,,,,,,,,,,
726,1,151316,Alternative Medicine,tratamiento complementario,MÃ©decine alternative,Medsin altÃ¨natif,,,,,,,,,,,,,
727,1,161500,C-reactive protein,CRP,CRP level,ProtÃ©ine C-rÃ©active,C-reyaktif pwoteyin,,,,,,,,,,,,
728,1,163736,SupÃ©rieur Ã  14 jours,>14 days,>2 semaines,>2 weeks,>2 semÃ¨n,plis pase 14 jou,>14 jours,>14 jou,Greater than 2 weeks,Plis pase 2 semÃ¨n,Greater than 14 days,SupÃ©rieur Ã  2 semaines,,,,,
729,1,33334082,Adhesiolysis done in SG,,,,,,,,,,,,,,,,
730,1,33334124,L / E: Size,,,,,,,,,,,,,,,,
731,1,33334398,Stitch Sinus,,,,,,,,,,,,,,,,
732,1,109,"WOUND, SEPTIC",SEPTIC LESIONS,,,,,,,,,,,,,,,
733,1,845,"ULTRASOUND, ABDOMEN","Ã‰CHOGRAPHIE, ABDOMEN",kipimo cha tumbo kwa kutumia kopyuta,ABDOMINAL ULTRASOUND,Ultrasonido del abdomen,Ultrasonido,Ultrasound of abdomen,Abdomen (US),,,,,,,,,
734,1,1021,LYMPHOCYTES,LYMPH,LYMPH CELLS,LYMPHS,,,,,,,,,,,,,
735,1,1356,HIV Test,Test VIH,kiasi au wingi wa virusi vya ukimwi mwilini,HIV Test,HUMAN IMMUNODEFICIENCY VIRUS TEST,,,,,,,,,,,,
736,1,5912,ADULTS PEDS,,,,,,,,,,,,,,,,
737,1,110325,Dermoid Cyst of Cornea,coristoma dermoide quÃ_stico de la cÃ_rnea,,,,,,,,,,,,,,,
738,1,110877,Chronic Gastrointestinal Ulcer with Hemorrhage,Ãºlcera gÃ¡strica crÃ_nica con hemorragia Y con perforaciÃ_n,,,,,,,,,,,,,,,
739,1,112705,Streptococcus Infection,enfermedad infecciosa estreptocÃ_cica,,,,,,,,,,,,,,,
740,1,116692,Ileus,obstrucciÃ_n intestinal,darmobstructie,,,,,,,,,,,,,,
741,1,123539,Ureteric Stone,litiasis ureteral,uretersteen,,,,,,,,,,,,,,
742,1,127855,Rectal Fistula,fÃ_stula rectal,rectale fistel,Trá»±c trÃ ng rÃ_,_ŸÑ€Ñè_____º_¸Ñˆ_µÑ‡__Ñ‹__ ÑÅ___¸Ñ‰,,,,,,,,,,,,
743,1,141389,Embadomoniasis,embadomoniasis,,,,,,,,,,,,,,,
744,1,160240,Oral administration,PO,Oral route of administration,Oral,By mouth,,,,,,,,,,,,
745,1,162381,Unit,Unit(s),U,,,,,,,,,,,,,,
746,1,33334016,Creatine Kinase (MB) Test,Creatinine Kinase Test,Creatinine Phosphokinase Test,CPK (MB),,,,,,,,,,,,,
747,1,388,X-RAY HEAD,,,,,,,,,,,,,,,,
748,1,1115,Normal,Normale,KAWAIDA,Normal,NÃ_mal,,,,,,,,,,,,
749,1,1500,Severe,SÃ‰VÃˆRE,SevÃ¨,,,,,,,,,,,,,,
750,1,5384,AZT START STOP DATE,,,,,,,,,,,,,,,,
751,1,110073,Lip Laceration,laceraciÃ_n del labio,,,,,,,,,,,,,,,
752,1,110449,Premature Adrenarche,adrenarca prematura,premature adrenarche,,,,,,,,,,,,,,
753,1,111656,Baltic Myoclonus Epilepsy,sÃ_ndrome de Unverricht-Lundborg,,,,,,,,,,,,,,,
754,1,115735,Mitral Valve Insufficiency,insuficiencia de la vÃ¡lvula mitral,Mitral valve regurgitation,Mitral regurgitation,Suy van hai lÃ¡,,,,,,,,,,,,
755,1,120661,Chronic Disease of Tonsils and Adenoids,enfermedad crÃ_nica de las amÃ_gdalas Y/O adenoides,Maladies chroniques des amygdales et des vÃ©gÃ©tations adÃ©noÃ¯des,,,,,,,,,,,,,,
756,1,125974,ST Segment Elevation,supradesnivel del ST,,,,,,,,,,,,,,,
757,1,158425,poor posture,,,,,,,,,,,,,,,,
758,1,162831,Severe,Save the Children Ebola stage 3,StC Ebola stage 3,,,,,,,,,,,,,,
759,1,996,CONSTIPATION,estreÃ±imiento,Unspecified Constipation,Constipation,Kutopata choo,obstipatie,_—_°_¿__Ñ€,Konstipe,,,,,,,,,
760,1,5556,DIVORCED/SEPARATED,,,,,,,,,,,,,,,,
761,1,112137,Tuberculosis of Adrenal Glands,tuberculosis de glÃ¡ndulas suprarrenales,_¢Ñƒ_±_µÑ€_ºÑƒ_»_µ_· ___°_´_¿__Ñ‡_µÑ‡___¸_º____ (E35.1*),,,,,,,,,,,,,,
762,1,113990,"Congenital Polycystic Kidney, Autosomal Recessive","poliquistosis renal, tipo infantil",,,,,,,,,,,,,,,
763,1,121313,Atypical Appendicitis,apendicitis atÃ_pica,,,,,,,,,,,,,,,
764,1,133110,Neuroendocrine Tumor,tumor neuroendÃ_crino,NET (neuroendocrine tumor),Khá»‘i u tháº§n kinh ná»™i tiáº¿t,,,,,,,,,,,,,
765,1,159599,Antiretroviral treatment start date,ARV start date,ART start date,DATE DE DÃ‰BUT DES ANTIRÃ‰TROVIRAUX,Date antiretrovirals started,Antiretwoviral tretman dat kÃ_mansman,,,,,,,,,,,
766,1,161503,T3 test,Tri-iodothyronine test,Tri-iodothyronine level,test de Triiodothyronine,Test T3,Triiodothyronine (T3) dans le test de sÃ©rum ou de plasma,tÃ¨s triyodotironin,tÃ¨s T3,Triyodotironin (T3) nan sewÃ_m oswa plasma tÃ¨s,,,,,,,,
767,1,163748,Present,prÃ©sent,prezan,,,,,,,,,,,,,,
768,1,33334292,GB,,,,,,,,,,,,,,,,
769,1,113,Furunculosis,forÃºnculo de la piel Y/O del tejido celular subcutÃ¡neo,Furuncle of Skin and Subcutaneous Tissue,Furonculose,,,,,,,,,,,,,
770,1,1368,"STOOL FOR OVA AND CYSTS, QUALITATIVE","Selles O&C, Qualitatif","O & C, Stool, Qual",,,,,,,,,,,,,,
771,1,5091,PULSUS PARADOXUS,PULSUS,,,,,,,,,,,,,,,
772,1,110327,Contusion of Forehead,contusiÃ_n de la frente,contusie van het voorhoofd,,,,,,,,,,,,,,
773,1,110883,Gastrointestinal Problem,problemas del tracto gastrointestinal,,,,,,,,,,,,,,,
774,1,114772,Open Wound of Leg with Tendon Involvement,herida abierta de la pierna con compromiso tendinoso,"open wonde van het been, met peesletsel",,,,,,,,,,,,,,
775,1,116950,"Inguinal Hernia, with Obstruction, without Mention of Gangrene",hernia inguinal con obstrucciÃ_n pero sin gangrena,,,,,,,,,,,,,,,
776,1,123565,Upper Respiratory Infection,Infection des voies respiratoires supÃ©rieures,infecciÃ_n de vÃ_as respiratorias superiores,Nhiá»…m trÃ_ng Ä‘Æ°á»ùng hÃ´ háº¥p trÃªn,,,,,,,,,,,,,
777,1,127903,Rat Bite,mordedura de rata,,,,,,,,,,,,,,,
778,1,162392,PV,Vaginal administration,Per vagina,Vaginally,,,,,,,,,,,,,
779,1,33334017,Prostatic Acid Phosphatase Test,PAP Test,,,,,,,,,,,,,,,
780,1,33334057,TEP/TAPP Right,,,,,,,,,,,,,,,,
781,1,33334270,Upper GI Endoscopy,,,,,,,,,,,,,,,,
782,1,33334353,Ileostomy Hernia,,,,,,,,,,,,,,,,
783,1,145,LABOR PAIN,,,,,,,,,,,,,,,,
784,1,396,OTHER X-RAY,X-RAY OTHER,,,,,,,,,,,,,,,
785,1,892,Varicella,varicela,Chicken pox,Chickenpox,áççáˆ®áˆ›á‹_,Varicelle,??? (random characters for test),????,varicella,VarisÃ¨l,,,,,,,
786,1,1543,DATE OF DEATH,DATE DU DÃ‰CÃˆS,Dat li mouri,,,,,,,,,,,,,,
787,1,110093,Alcohol Withdrawal Seizure,convulsiÃ_n inducida por abstinencia alcohÃ_lica,,,,,,,,,,,,,,,
788,1,111678,Inguinal Hernia Recurrent Unilateral,hernia inguinal unilateral recurrente,ThoÃ¡t vá»‹ báº_n tÃ¡i phÃ¡t má»™t bÃªn,,,,,,,,,,,,,,
789,1,113347,Renal Blood Vessel Injury,lesiÃ_n de los vasos sanguÃ_neos renales,traumatisch renaal bloedvatletsel,TÃ u Tá»•n thÆ°Æ¡ng tháº_n Blood,,,,,,,,,,,,,
790,1,115774,Classical Migraine with Intractable Migraine,migraÃ±a refractaria con aura,,,,,,,,,,,,,,,
791,1,117896,Gastric Ulcer with Perforation,Ãºlcera gÃ¡strica perforada,maagulcus met perforatie,Thá»§ng á»• loÃ©t dáº¡ dÃ y,,,,,,,,,,,,,
